Id,Predicted
19307997,109.0
20176193,109.0
19485371,109.0
13079990,109.0
22339757,109.0
7717071,109.0
19416433,109.0
28602814,109.0
3167768,109.0
22026277,109.0
20982450,109.0
16271468,109.0
14445183,109.0
6040356,109.0
11484489,109.0
29541600,109.0
2793834,109.0
588677,109.0
22940375,109.0
26126728,109.0
8072662,109.0
26250574,109.0
19568889,109.0
2048796,109.0
24938213,109.0
8555036,109.0
22108302,109.0
3625656,109.0
11238715,109.0
5041360,109.0
3989564,109.0
22662308,109.0
17728208,109.0
13597896,109.0
13083638,109.0
8760775,109.0
25518930,109.0
17256297,109.0
1975069,109.0
479285,109.0
22050058,109.0
21844210,109.0
25835470,109.0
27853108,109.0
9486111,109.0
23148095,109.0
26603929,109.0
6272181,109.0
22674576,109.0
20758205,109.0
22928982,109.0
28582815,109.0
13406622,109.0
24429072,109.0
4031951,109.0
25380861,109.0
18946416,109.0
9028856,109.0
29455324,109.0
23342877,109.0
28333465,109.0
29335812,109.0
15621557,109.0
22240208,109.0
14851292,109.0
13649833,109.0
6843556,109.0
4881610,109.0
14125183,109.0
13374115,109.0
12495831,109.0
11963123,109.0
16024539,109.0
4351563,109.0
27141784,109.0
14684699,109.0
5031569,109.0
9046203,109.0
16238779,109.0
4629359,109.0
3811186,109.0
8703711,109.0
26814509,109.0
17556436,109.0
27368543,109.0
16456543,109.0
190542,109.0
18753645,109.0
14928996,109.0
24918804,109.0
29569480,109.0
4434797,109.0
7403108,109.0
14070967,109.0
28624477,109.0
7632182,109.0
27507052,109.0
10681555,109.0
26224149,109.0
15010339,109.0
21979587,109.0
491123,109.0
1703303,109.0
13276073,109.0
10336325,109.0
18504631,109.0
12983221,109.0
28893280,109.0
10995810,109.0
29490463,109.0
19476873,109.0
11693193,109.0
3766496,109.0
13936825,109.0
9331413,109.0
15144105,109.0
25763994,109.0
18457273,109.0
10120414,109.0
26770369,109.0
26035905,109.0
7367864,109.0
18736642,109.0
21190435,109.0
3750917,109.0
29260109,109.0
26236287,109.0
23744530,109.0
22937557,109.0
11069190,109.0
14535422,109.0
29615038,109.0
28978145,109.0
9116831,109.0
4728136,109.0
26337553,109.0
20136238,109.0
19343700,109.0
16409970,109.0
25740704,109.0
27604010,109.0
29490455,109.0
9429015,109.0
17575407,109.0
17481087,109.0
29391342,109.0
16163768,109.0
21139341,109.0
301372,109.0
18824754,109.0
28652436,109.0
14762427,109.0
26338854,109.0
23902815,109.0
25289041,109.0
4325244,109.0
2695372,109.0
715070,109.0
21293326,109.0
4235620,109.0
27573123,109.0
5562710,109.0
6227341,109.0
9955143,109.0
22838613,109.0
8736291,109.0
22339572,109.0
7542840,109.0
11957593,109.0
25413957,109.0
8371626,109.0
13485043,109.0
20775042,109.0
15468790,109.0
7434615,109.0
26401133,109.0
7082866,109.0
9883870,109.0
13092522,109.0
26716581,109.0
18840683,109.0
13996108,109.0
26039386,109.0
27584712,109.0
1771989,109.0
13431961,109.0
14365130,109.0
23480798,109.0
24538997,109.0
20333200,109.0
16163482,109.0
294353,109.0
16214500,109.0
12325291,109.0
918049,109.0
14110144,109.0
28670804,109.0
20504269,109.0
258740,109.0
22249905,109.0
29282847,109.0
14153242,109.0
6452188,109.0
22878070,109.0
14403485,109.0
12990172,109.0
12970522,109.0
19429274,109.0
13788900,109.0
21026558,109.0
15079046,109.0
20516112,109.0
18354821,109.0
17791923,109.0
25033991,109.0
27283118,109.0
17790276,109.0
21217451,109.0
4244479,109.0
19431893,109.0
7458297,109.0
21838658,109.0
19764136,109.0
24352306,109.0
3951363,109.0
3758296,109.0
8241894,109.0
12050280,109.0
27133188,109.0
22153425,109.0
4447524,109.0
21550105,109.0
3929669,109.0
19787238,109.0
12806016,109.0
16544473,109.0
2267692,109.0
756892,109.0
17450190,109.0
83243,109.0
17590481,109.0
6919971,109.0
276120,109.0
24313537,109.0
18361399,109.0
8964308,109.0
1604488,109.0
7973484,109.0
20569589,109.0
24444586,109.0
17298,109.0
26197763,109.0
2284454,109.0
16634804,109.0
2552938,109.0
26950547,109.0
25183760,109.0
10175187,109.0
19384143,109.0
8625398,109.0
6926686,109.0
27338569,109.0
26258306,109.0
6014327,109.0
26475819,109.0
13115688,109.0
3344383,109.0
27435179,109.0
3944737,109.0
23644347,109.0
21780636,109.0
5682992,109.0
253815,109.0
10038776,109.0
6809332,109.0
15037251,109.0
7516992,109.0
19307798,109.0
1132201,109.0
4359703,109.0
976167,109.0
20827546,109.0
21171726,109.0
26735765,109.0
15494542,109.0
10289124,109.0
24678015,109.0
9089306,109.0
21211033,109.0
16740779,109.0
8504231,109.0
25949165,109.0
3359001,109.0
24583519,109.0
3850493,109.0
