Id,Predicted
19307997,343.37992069280716
20176193,139.036103743485
19485371,94.01414879583281
13079990,53.64090284088226
22339757,124.00770062384228
7717071,155.30816298013792
19416433,169.16860659247956
28602814,227.20558208585612
3167768,331.8700452800653
22026277,299.0430274961435
20982450,108.2052562174628
16271468,116.6582318352533
14445183,129.13698470486423
6040356,150.66358554245224
11484489,168.52497423440673
29541600,233.94496533392402
2793834,183.91265191272635
588677,180.23206319908184
22940375,213.4093986850715
26126728,136.85975796480903
8072662,136.85975796480903
26250574,110.11642398892408
19568889,133.2908323138762
2048796,28.32369675302192
24938213,105.75258808497664
8555036,119.92868148954862
22108302,81.85510078821045
3625656,157.09533812476224
11238715,60.74669632479035
5041360,56.15542784965269
3989564,129.59030265175159
22662308,293.0557175892814
17728208,113.63743386188881
13597896,107.79856343985503
13083638,132.39245617828124
8760775,87.7536194361598
25518930,172.73952075579137
17256297,144.19516094355313
1975069,135.28810965562042
479285,29.53612201534507
22050058,76.52126455028636
21844210,318.83827881097176
25835470,39.375863088788904
27853108,209.4646759355545
9486111,319.3071018779636
23148095,31.929224898820962
26603929,153.5850563205526
6272181,62.135166465316765
22674576,99.11227876553153
20758205,237.94216387812395
22928982,435.01626060011444
28582815,199.19077199312676
13406622,327.87612247551635
24429072,257.3836348220308
4031951,62.135166465316765
25380861,193.4257076201971
18946416,244.5321537974893
9028856,340.04728822382503
29455324,274.2412695908654
23342877,43.6747482309579
28333465,23.926991742971694
29335812,146.39369833229037
15621557,59.34630861768349
22240208,303.4105437953268
14851292,178.40892193294837
13649833,87.03509324332776
6843556,225.72779327916038
4881610,103.33430203738385
14125183,22.338043930587062
13374115,109.30438193371786
12495831,148.5539612662901
11963123,164.06291774564238
16024539,115.88308746128439
4351563,121.13574955014295
27141784,154.40017578938784
14684699,154.39001987377443
5031569,96.53348415452166
9046203,174.18435609233524
16238779,209.28857021973283
4629359,275.68682030888874
3811186,57.089202623133986
8703711,101.46257428297662
26814509,278.50637436099646
17556436,81.85510078821045
27368543,202.13649844698057
16456543,62.135166465316765
190542,180.8300459984522
18753645,131.9946045426152
14928996,91.73107505978243
24918804,200.7517053136782
29569480,111.24344642010607
4434797,-1.8164569615061197
7403108,180.65887684060934
14070967,107.62595367274047
28624477,138.68465338590033
7632182,124.39888585793172
27507052,49.93804378867257
10681555,151.00812656565324
26224149,55.91098572290839
15010339,98.66865830359157
21979587,109.44082759449796
491123,51.60596733571133
1703303,136.0380047643818
13276073,243.55202287850256
10336325,184.71216421648253
18504631,51.80643738612625
12983221,212.62316768645053
28893280,166.2292271204792
10995810,50.69550484471651
29490463,-14.25608135063797
19476873,260.77112655984456
11693193,157.13372288108332
3766496,117.9595312487105
13936825,45.28974736521701
9331413,178.49413476976616
15144105,36.93659584535466
25763994,103.73971790054766
18457273,110.23871883261572
10120414,220.09874548639675
26770369,130.50014098410568
26035905,40.63896546507267
7367864,249.8578055966681
18736642,158.40458770879405
21190435,111.23575528044546
3750917,79.06624294057718
29260109,377.43943011445134
26236287,128.43541216123776
23744530,196.4781684101322
22937557,34.017935436518556
11069190,113.61614221852705
14535422,104.9131002609905
29615038,71.48530681373018
28978145,106.59165774880421
9116831,142.58529613927118
4728136,46.98136722524191
26337553,39.28314669272184
20136238,62.135166465316765
19343700,187.47062657309374
16409970,166.34816338799186
25740704,269.5120698550383
27604010,255.93963265353975
29490455,276.70422134025233
9429015,208.62387997398122
17575407,31.66784523719599
17481087,197.58995331586976
29391342,192.44568947327875
16163768,104.54907500891011
21139341,266.28818015375373
301372,31.20715707654783
18824754,52.14391423225483
28652436,119.92868148954862
14762427,79.92165110749819
26338854,229.0758102348617
23902815,100.69516080651813
25289041,335.0719304224412
4325244,202.94305697362665
2695372,173.67926358795353
715070,200.37881116350303
21293326,109.58081449087533
4235620,104.03668700710864
27573123,26.747633906133586
5562710,191.3522062368953
6227341,62.135166465316765
9955143,167.26701108050702
22838613,73.2010927409051
8736291,183.3865666633964
22339572,101.08703128509839
7542840,119.61022370252552
11957593,37.51377447247825
25413957,246.2198530948906
8371626,88.48201605628032
13485043,213.65384927340457
20775042,77.95445803483965
15468790,114.07757482606611
